OCEAN	REGION1	REGION	POP	ESTUARY	SITE	SAMPLE_ID	LAT	LONG	SEX	WEIGHT	SL	TL	YEAR	MONTH	DAY	FIELD_ID	SAMPLER	COUNTRY	STATE	MAJORAREA	MINORBAY	STATION	SHALLOWDEPTH	DEEPWATERDEPTH	TEMP	DO	SALINITY	TURBIDITY
GULF	EGULF	CGULF	AL	MobileBay	Ftmorganpeninsula(4)	AL-SF-2016-65	30.198	-88.008	F	1.1	392	470	2016	7	16	721	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	Ftmorganpeninsula(4)	AL-SF-2016-78	30.198	-88.008	F	0.6	295	365	2016	7	16	986	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	GulfShores(4)	AL-SF-2016-16	30.198	-88.008	U	0.95	367	438	2016	8	14	CRPL11	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	GulfShores(4)	AL-SF-2016-17	30.198	-88.008	U	0.8	341	407	2016	8	14	CRPL12	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	HeronBay(1C)	AL-SF-2016-09	30.306	-88.15	F	0.7	243	407	2016	8	13	CRPL4	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	HeronBay(1C)	AL-SF-2016-10	30.306	-88.15	F	0.4	267	322	2016	8	13	CRPL5	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	heronbay(1C)	AL-SF-2016-35	30.306	-88.15	F	1.3	399	462	2016	7	15	117	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	MISS(NoData)	AL-SF-2016-48	30.37	-87.99	F	0.8	350	420	2016	7	15	390	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	MobileRiver(3E)	AL-SF-2016-23	30.345	-88.138	U	1	367	445	2016	8	14	CRPL18	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	MobileRiver(3E)	AL-SF-2016-24	30.345	-88.138	F	0.5	295	352	2016	8	14	CRPL19	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	MobileRiver(3E)	AL-SF-2016-25	30.345	-88.138	U	0.85	345	410	2016	8	14	CRPL20	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	MobileRiver(3E)	AL-SF-2016-26	30.345	-88.138	U	0.95	360	432	2016	8	14	CRPL21	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	Mobileriver(3E)	AL-SF-2016-38	30.345	-88.138	F	1.75	465	548	2016	7	15	187	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	Mobileriver(3E)	AL-SF-2016-43	30.345	-88.138	F	0.65	310	375	2016	7	15	365	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	Mobileriver(3E)	AL-SF-2016-53	30.345	-88.138	F	1	365	443	2016	7	15	463	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	MobileRiver(3E)	AL-SF-2016-54	30.345	-88.138	F	1	366		2016	7	16	535	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	MobileRiverCauseway(3E)	AL-SF-2016-75	30.345	-88.138	F	1.6	331	393	2016	7	16	937	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(1A)	AL-SF-2016-70	30.37	-87.998	F	0.9	331	399	2016	7	17	881	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(1C)	AL-SF-2016-36	30.319	-88.157	F	0.75	345	408	2016	7	15	129	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(1C)	AL-SF-2016-37	30.319	-88.157	F	0.8	340	404	2016	7	15	131	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(1C)	AL-SF-2016-68	30.319	-88.157	F	0.8	332	401	2016	7	17	815	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(1C)	AL-SF-2016-69	30.319	-88.157	F	1.1	363	439	2016	7	17	817	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(1D)	AL-SF-2016-33	30.268	-88.149	F	1.1	365	438	2016	7	15	65	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(1D)	AL-SF-2016-64	30.268	-88.149	F	1.2	395	472	2016	7	16	687	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(2)	AL-SF-2016-58	30.22	-88.206	F	1	365	431	2016	7	16	585	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(2)	AL-SF-2016-79	30.22	-88.206	F	0.9	355	430	2016	7	16	992	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(3A)	AL-SF-2016-47	30.319	-88.084	F	1.05	372	440	2016	7	15	385	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(3C)	AL-SF-2016-42	30.507	-88.083	F	0.9	355	424	2016	7	15	307	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(3C)	AL-SF-2016-57	30.507	-88.083	U	1.4	430	512	2016	7	16	567	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(3D)	AL-SF-2016-40	30.594	-88.05	F	1.2	396	468	2016	7	15	229	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(3D)	AL-SF-2016-72	30.594	-88.05	F	1	340	410	2016	7	17	899	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(3E)	AL-SF-2016-73	30.345	-88.138	F	1.1	372	445	2016	7	17	903	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(3E)	AL-SF-2016-74	30.345	-88.138	F	1.1	350	420	2016	7	17	905	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(3H)	AL-SF-2016-51	30.366	-87.852	F	1	357	430	2016	7	15	455	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(3J)	AL-SF-2016-46	30.26	-87.976	F	1.2	402	480	2016	7	15	383	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(NoData)	AL-SF-2016-39	30.37	-87.99	U	0.65	320	390	2016	7	9	221	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(NoData)	AL-SF-2016-41	30.37	-87.99	F	1.05	361	430	2016	7	15	231	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(NoData)	AL-SF-2016-45	30.37	-87.99	F	0.55	295	368	2016	7	9	369	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(NoData)	AL-SF-2016-59	30.37	-87.99	F	1.25	402	479	2016	7	16	609	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(NoData)	AL-SF-2016-60	30.37	-87.99	F	0.85	345	414	2016	7	16	613	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(NoData)	AL-SF-2016-61	30.37	-87.99	F	0.7	329	389	2016	7	16	637	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(NoData)	AL-SF-2016-62	30.37	-87.99	F	0.8	345	415	2016	7	16	654	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(NoData)	AL-SF-2016-83	30.37	-87.99	F	1.45	401	477	2016	7	17	1063	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(NoData)	AL-SF-2016-84	30.37	-87.99	F	1.3	390	469	2016	7	17	1123	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	NoData(NoData)	AL-SF-2016-85	30.37	-87.99	F	0.7	318	390	2016	7	17	1331	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	Notgiven(3C)	AL-SF-2016-13	30.507	-88.083	U	0.75	335	499	2016	8	13	CRPL8	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	PelicanBay	AL-SF-2016-03	30.642	-87.919	F		288	352	2016	1	23	MBPL03	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	PelicanBay	AL-SF-2016-04	30.642	-87.919	F		337	438	2016	1	23	MBPL04	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	PelicanBay	AL-SF-2016-05	30.642	-87.919	F		396	484	2016	1	23	MBPL05	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	SouthDIbridge(1D)	AL-SF-2016-44	30.268	-88.149	F	1.95	366	434	2016	7	15	368	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	TheodoreIndustrialCanal(3C)	AL-SF-2016-27	30.507	-88.083	U	1.35	400	471	2016	8	14	CRPL22	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	TheodoreIndustrialCanal(3C)	AL-SF-2016-28	30.507	-88.083	U	1	362	426	2016	8	14	CRPL23	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	TheodorIndustrialCanal	AL-SF-2016-02	30.507	-88.083	F				2016	1	9	MBPL02	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	WaterFowlRiver	AL-SF-2016-01	30.523	-88.089	F				2016	1	9	MBPL01	Drymon/Pearce	USA	AL 									
GULF	EGULF	CGULF	AL	MobileBay	WeeksBay(3H)	AL-SF-2016-18	30.366	-87.852	F	2.45	485	565	2016	8	14	CRPL13	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	WestendDI(NoData)	AL-SF-2016-76	30.246	-88.063	F	1.6	410	486	2016	7	16	941	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	WestendDI(NoData)	AL-SF-2016-80	30.246	-88.063	F	0.9	365	435	2016	7	16	994	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	Westendsouthofisland(NoData)	AL-SF-2016-81	30.246	-88.063	F	1.5	410	492	2016	7	16	996	Drymon/Pearce	USA	AL									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-21	28.901	-89.105	U			320	2015	9		32	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-22	28.901	-89.105	U			280	2015	9		28	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-23	28.901	-89.105	U			360	2015	9		36	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-24	28.901	-89.105	U			430	2015	9		43	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-25	28.901	-89.105	U			320	2015	9		32	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-26	28.901	-89.105	U			550	2015	9		55	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-27	28.901	-89.105	U			350	2015	9		35	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-28	28.901	-89.105	U			410	2015	9		41	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-29	28.901	-89.105	U			340	2015	9		34	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-30	28.901	-89.105	U			350	2015	9		35	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-31	28.901	-89.105	U			370	2015	9		37	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-32	28.901	-89.105	U			340	2015	9		34	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-33	28.901	-89.105	U			360	2015	9		36	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-34	28.901	-89.105	U			350	2015	9		35	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-35	28.901	-89.105	U			320	2015	9		32	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-36	28.901	-89.105	U			440	2015	9		44	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-37	28.901	-89.105	U			365	2015	9		36.5	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-38	28.901	-89.105	U			395	2015	9		39.5	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-39	28.901	-89.105	U			390	2015	9		39	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-40	28.901	-89.105	U			425	2015	9		42.5	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-41	28.901	-89.105	U			400	2015	9		40	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-42	28.901	-89.105	U			380	2015	9		38	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-44	28.901	-89.105	U			390	2015	9		39	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-45	28.901	-89.105	U			350	2015	9		35	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-46	28.901	-89.105	U			300	2015	9		30	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-47	28.901	-89.105	U			380	2015	9		38	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-48	28.901	-89.105	U			390	2015	9		39	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-49	28.901	-89.105	U			380	2015	9		38	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-50	28.901	-89.105	U			360	2015	9		36	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-51	28.901	-89.105	U			390	2015	11		39	Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-52	28.901	-89.105	U			410	2015	11			Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-53	28.901	-89.105	U			340	2015	11			Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-54	28.901	-89.105	U			380	2015	11			Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-55	28.901	-89.105	U			390	2015	11			Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-56	28.901	-89.105	U			360	2015	11			Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-57	28.901	-89.105	U			300	2015	11			Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-58	28.901	-89.105	U			310	2015	11			Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-59	28.901	-89.105	U			390	2015	11			Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-60	28.901	-89.105	U			340	2015	11			Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-61	28.901	-89.105	U			380	2015	11			Faltermann	USA	LA									
GULF	WGULF	CGULF	LA	BaratariaBay	sampledbyguidesatvenicdocks	LA-SF-2015-62	28.901	-89.105	U			380	2015	11			Faltermann	USA	LA									
